,first_category,second_category,third_category,brand,price,counts,sales,days
182,服饰内衣,女装,休闲裤,FitonTon,99.0,106,10494.0,106
183,服饰内衣,女装,休闲裤,FitonTon,129.0,50,6450.0,50
184,服饰内衣,女装,休闲裤,FitonTon,109.0,11,1199.0,11
185,服饰内衣,女装,休闲裤,妥妮,49.0,13,637.0,13
186,服饰内衣,女装,休闲裤,子牧棉麻,48.9,44,2151.6,41
187,服饰内衣,女装,休闲裤,忆轶,46.9,16,750.4,14
188,服饰内衣,女装,休闲裤,新雁过妆楼,89.0,20,1780.0,20
189,服饰内衣,女装,休闲裤,欧洛黛（OULUODAI）,79.9,50,3995.0000000000005,50
190,服饰内衣,女装,休闲裤,歌蜜奴（GEMINU）,68.0,50,3400.0,50
191,服饰内衣,女装,休闲裤,浪莎,69.0,5,345.0,5
192,服饰内衣,女装,休闲裤,浪莎（LangSha）,119.0,50,5950.0,50
193,服饰内衣,女装,休闲裤,浪莎（LangSha）,79.0,14,1106.0,14
194,服饰内衣,女装,休闲裤,浪莎（LangSha）,68.0,11,748.0,11
195,服饰内衣,女装,休闲裤,浪莎（langsha）,79.0,60,4740.0,60
196,服饰内衣,女装,休闲裤,浪莎（langsha）,69.0,1,69.0,1
197,服饰内衣,女装,休闲裤,犹抱琵琶,89.0,50,4450.0,50
198,服饰内衣,女装,休闲裤,玖卡依（JIUKAYI）,79.0,50,3950.0,50
199,服饰内衣,女装,休闲裤,网易严选,69.0,5,345.0,5
200,服饰内衣,女装,休闲裤,腿中狼,55.2,35,1932.0,35
201,服饰内衣,女装,休闲裤,韩丝梵,79.0,17,1343.0,17
202,服饰内衣,女装,半身裙,梵乔希（VONGOHEX）,1335.0,3,4005.0,3
203,服饰内衣,女装,半身裙,梵乔希（VONGOHEX）,1458.0,2,2916.0,2
204,服饰内衣,女装,半身裙,欧莎（OSA）,329.0,1,329.0,1
205,服饰内衣,女装,卫衣,Halo Queen,116.0,23,2668.0,23
206,服饰内衣,女装,卫衣,LA CHAPELLE HOMME,128.0,50,6400.0,50
207,服饰内衣,女装,卫衣,La Chapelle,229.0,32,7328.0,32
208,服饰内衣,女装,卫衣,NY,88.0,11,968.0,11
209,服饰内衣,女装,卫衣,TZXT,365.0,27,9855.0,27
210,服饰内衣,女装,卫衣,冰悦诗（BINGYUESHI）,88.0,50,4400.0,50
211,服饰内衣,女装,卫衣,岚烨,99.0,37,3663.0,37
212,服饰内衣,女装,卫衣,帝黛（DIDAI）,188.0,50,9400.0,50
213,服饰内衣,女装,卫衣,木林森（MULINSEN）,98.0,50,4900.0,50
214,服饰内衣,女装,卫衣,欧妤（OUYU）,69.9,65,4543.5,63
215,服饰内衣,女装,卫衣,欧迪惠（Oudihui）,278.0,50,13900.0,50
216,服饰内衣,女装,卫衣,欧迪惠（Oudihui）,98.0,5,490.0,5
217,服饰内衣,女装,卫衣,红蜻蜓（RED DRAGONFLY）,82.6,50,4130.0,50
218,服饰内衣,女装,卫衣,红蜻蜓（RED DRAGONFLY）,148.0,50,7400.0,50
219,服饰内衣,女装,卫衣,罗蒙（ROMON）,139.0,43,5977.0,43
220,服饰内衣,女装,卫衣,罗蒙（ROMON）,149.0,16,2384.0,16
221,服饰内衣,女装,卫衣,罗蒙（ROMON）,98.0,11,1078.0,11
222,服饰内衣,女装,卫衣,罗蒙（ROMON）,119.0,5,595.0,5
223,服饰内衣,女装,卫衣,蔻兰丹（KOULANDAN）,89.0,181,16109.0,131
224,服饰内衣,女装,卫衣,蝶娇诺（DIEJIAONUO）,148.0,50,7400.0,49
225,服饰内衣,女装,卫衣,衣典零一（LEDIALYI）,189.0,50,9450.0,49
226,服饰内衣,女装,卫衣,衣典零一（LEDIALYI）,179.0,46,8234.0,23
227,服饰内衣,女装,卫衣,衣典零一（LEDIALYI）,199.0,38,7562.0,38
228,服饰内衣,女装,卫衣,韩璐娇（hanlujiao）,138.0,50,6900.0,50
229,服饰内衣,女装,女装套装,拉夏贝尔（La Chapelle）,269.0,21,5649.0,21
230,服饰内衣,女装,小西装,雅鹿,158.0,1,158.0,1
231,服饰内衣,女装,打底衫,帕兰朵,49.9,23,1147.7,23
232,服饰内衣,女装,打底衫,浪莎（LangSha）,59.9,50,2995.0,50
233,服饰内衣,女装,打底衫,莫代尔,39.9,50,1995.0,50
234,服饰内衣,女装,打底裤,浪莎（LangSha）,59.0,50,2950.0,50
235,服饰内衣,女装,打底裤,浪莎（LangSha）,69.0,50,3450.0,50
236,服饰内衣,女装,毛呢大衣,婉扣（WANKOU）,1098.0,21,23058.0,21
237,服饰内衣,女装,毛呢大衣,拉夏贝尔（La Chapelle）,296.1,1,296.1,1
238,服饰内衣,女装,毛衣,恒源祥,288.0,2,576.0,2
239,服饰内衣,女装,牛仔裤,浪莎（LangSha）,119.0,50,5950.0,50
240,服饰内衣,女装,牛仔裤,翊尚美（yishangmei）,61.9,6,371.4,5
241,服饰内衣,女装,短外套,BODACHEL,218.0,1,218.0,1
242,服饰内衣,女装,短外套,LA CHAPELLE HOMME,149.0,3,447.0,3
243,服饰内衣,女装,短外套,QGF,128.0,50,6400.0,50
244,服饰内衣,女装,短外套,bde,35.9,1,35.9,1
245,服饰内衣,女装,短外套,介陌,148.0,50,7400.0,50
246,服饰内衣,女装,短外套,北极绒（Bejirog）,218.0,27,5886.0,27
247,服饰内衣,女装,短外套,北极绒（Bejirog）,228.0,12,2736.0,11
248,服饰内衣,女装,短外套,北极绒（Bejirog）,198.0,7,1386.0,4
249,服饰内衣,女装,短外套,北极绒（Bejirog）,248.0,6,1488.0,6
250,服饰内衣,女装,短外套,单蜜（Danmi）,159.0,15,2385.0,15
251,服饰内衣,女装,短外套,单蜜（Danmi）,189.0,13,2457.0,13
252,服饰内衣,女装,短外套,唐狮（TonLion）,219.9,6,1319.4,6
253,服饰内衣,女装,短外套,唐狮（TonLion）,189.9,4,759.6,4
254,服饰内衣,女装,短外套,太平鸟,1399.0,3,4197.0,3
255,服饰内衣,女装,短外套,妍莉芬（yanlifen）,136.0,50,6800.0,50
256,服饰内衣,女装,短外套,尚都比拉（Sentubila）,499.0,1,499.0,1
257,服饰内衣,女装,短外套,楚馨,178.0,45,8010.0,45
258,服饰内衣,女装,短外套,楚馨,218.0,2,436.0,2
259,服饰内衣,女装,短外套,欧妤（OUYU）,129.0,29,3741.0,29
260,服饰内衣,女装,短外套,皮尔卡丹（pierre cardin）,299.0,6,1794.0,6
261,服饰内衣,女装,短外套,穆夏百合（MUXIABAIHE）,198.0,27,5346.0,27
262,服饰内衣,女装,短外套,罗衿,168.0,5,840.0,5
263,服饰内衣,女装,短外套,蓝玑（LANJI）,189.0,8,1512.0,8
264,服饰内衣,女装,短外套,蕉下（beneunder）,209.0,49,10241.0,49
265,服饰内衣,女装,短外套,衣典零一（LEDIALYI）,189.0,15,2835.0,15
266,服饰内衣,女装,短外套,贝普蒂,148.0,5,740.0,5
267,服饰内衣,女装,短外套,遠铭（Yuanming）,128.0,5,640.0,5
268,服饰内衣,女装,羽绒服,雪中飞,518.0,18,9324.0,18
269,服饰内衣,女装,衬衫,初申,89.0,50,4450.0,50
270,服饰内衣,女装,衬衫,罗蒙（ROMON）,129.0,15,1935.0,15
271,服饰内衣,女装,连衣裙,LA CHAPELLE HOMME,128.0,4,512.0,4
272,服饰内衣,女装,连衣裙,LA CHAPELLE HOMME,125.1,3,375.29999999999995,3
273,服饰内衣,女装,连衣裙,La Chapelle,289.0,9,2601.0,9
274,服饰内衣,女装,连衣裙,La Chapelle Sport,148.8,5,744.0,5
275,服饰内衣,女装,连衣裙,La Chapelle Sport,148.0,1,148.0,1
276,服饰内衣,女装,连衣裙,佰蓝娇,239.0,50,11950.0,49
277,服饰内衣,女装,连衣裙,北极绒（Bejirog）,228.0,50,11400.0,50
278,服饰内衣,女装,连衣裙,妍莉芬（yanlifen）,178.0,9,1602.0,9
279,服饰内衣,女装,连衣裙,妍莉芬（yanlifen）,128.0,4,512.0,4
280,服饰内衣,女装,连衣裙,拉夏贝尔（La Chapelle）,239.0,2,478.0,2
281,服饰内衣,女装,连衣裙,朗姿,911.0,2,1822.0,2
282,服饰内衣,女装,连衣裙,欧若婷雅,148.0,6,888.0,6
283,服饰内衣,女装,连衣裙,汐颜,168.0,3,504.0,3
284,服饰内衣,女装,连衣裙,皮尔卡丹（pierre cardin）,158.0,50,7900.0,50
285,服饰内衣,女装,连衣裙,皮尔卡丹（pierre cardin）,618.0,4,2472.0,4
286,服饰内衣,女装,连衣裙,红蜻蜓（RED DRAGONFLY）,139.0,50,6950.0,50
287,服饰内衣,女装,连衣裙,绿夕（REAXUR）,368.0,22,8096.0,22
288,服饰内衣,女装,连衣裙,美连诚,199.0,50,9950.0,48
289,服饰内衣,女装,连衣裙,衣典零一（LEDIALYI）,219.0,100,21900.0,50
290,服饰内衣,女装,连衣裙,衣典零一（LEDIALYI）,199.0,50,9950.0,50
291,服饰内衣,女装,连衣裙,阁礼莎（Gllicar）,118.0,50,5900.0,50
292,服饰内衣,女装,连衣裙,黛美琪（Daimeiqi）,159.0,50,7950.0,50
293,服饰内衣,女装,连衣裙,黛美琪（Daimeiqi）,198.0,50,9900.0,50
294,服饰内衣,女装,针织衫,FINLUVXXI,56.8,1,56.8,1
295,服饰内衣,女装,针织衫,LA CHAPELLE HOMME,119.0,44,5236.0,44
296,服饰内衣,女装,针织衫,LA CHAPELLE HOMME,128.0,22,2816.0,22
297,服饰内衣,女装,针织衫,La Chapelle,249.0,50,12450.0,50
298,服饰内衣,女装,针织衫,La Chapelle,239.0,35,8365.0,35
299,服饰内衣,女装,针织衫,La Chapelle,349.0,1,349.0,1
300,服饰内衣,女装,针织衫,五个橘子,99.0,1,99.0,1
301,服饰内衣,女装,针织衫,初申,71.0,19,1349.0,19
302,服饰内衣,女装,针织衫,北极绒（Bejirog）,168.0,16,2688.0,16
303,服饰内衣,女装,针织衫,品彩（PinCai）,71.0,2,142.0,2
304,服饰内衣,女装,针织衫,宾迅（BINXUN）,268.0,2,536.0,2
305,服饰内衣,女装,针织衫,彩羊（Fazeya）,48.6,5,243.0,5
306,服饰内衣,女装,针织衫,拉夏贝尔（La Chapelle）,128.0,40,5120.0,40
307,服饰内衣,女装,针织衫,拉夏贝尔（La Chapelle）,119.0,4,476.0,4
308,服饰内衣,女装,针织衫,柏诺雅（Bonuoya）,138.0,50,6900.0,50
309,服饰内衣,女装,针织衫,欧莎（OSA）,329.0,13,4277.0,13
310,服饰内衣,女装,针织衫,欧贝汐,58.0,50,2900.0,50
311,服饰内衣,女装,针织衫,珞妮（LUONI）,59.0,4,236.0,4
312,服饰内衣,女装,针织衫,皮尔卡丹（pierre cardin）,128.0,89,11392.0,84
313,服饰内衣,女装,针织衫,皮尔卡丹（pierre cardin）,119.0,8,952.0,6
314,服饰内衣,女装,针织衫,红蜻蜓（RED DRAGONFLY）,128.0,50,6400.0,50
315,服饰内衣,女装,针织衫,罗蒙（ROMON）,128.0,8,1024.0,4
316,服饰内衣,女装,针织衫,翊尚美（yishangmei）,107.9,40,4316.0,40
317,服饰内衣,女装,针织衫,腿中狼,45.0,7,315.0,7
318,服饰内衣,女装,针织衫,萱旎（XuanNi）,79.0,50,3950.0,48
319,服饰内衣,女装,风衣,罗蒙（ROMON）,159.0,7,1113.0,7
320,服饰内衣,服饰配件,时尚腰带,MAXVIVI,9.9,50,495.0,50
321,服饰内衣,服饰配件,时尚腰带,多菲尼森（dophnison）,26.9,50,1345.0,50
322,服饰内衣,服饰配件,棒球帽,多菲尼森（dophnison）,29.9,50,1495.0,50
323,服饰内衣,服饰配件,渔夫帽,KANGOL,472.0,3,1416.0,0
324,服饰内衣,服饰配件,袖扣,GLO-STORY,49.0,56,2744.0,28
325,服饰内衣,服饰配件,防晒手套,红蜻蜓（RED DRAGONFLY）,19.0,50,950.0,0
326,服饰内衣,服饰配件,领带/领结/领带夹,GLO-STORY,39.0,1,39.0,1
327,服饰内衣,男装,T恤,GLM,49.9,50,2495.0,45
328,服饰内衣,男装,T恤,Jeep,158.0,50,7900.0,49
329,服饰内衣,男装,T恤,KIN DON,69.0,50,3450.0,50
330,服饰内衣,男装,T恤,MARKLESS,179.0,31,5549.0,31
331,服饰内衣,男装,T恤,SWJEANS,58.0,10,580.0,10
332,服饰内衣,男装,T恤,grosfairy,679.0,14,9506.0,13
333,服饰内衣,男装,T恤,grosfairy,649.0,9,5841.0,9
334,服饰内衣,男装,T恤,grosfairy,659.0,4,2636.0,4
335,服饰内衣,男装,T恤,grosfairy,669.0,4,2676.0,4
336,服饰内衣,男装,T恤,与狼共舞（DANCING WOLVES）,179.0,50,8950.0,50
337,服饰内衣,男装,T恤,乐希源,88.0,50,4400.0,50
338,服饰内衣,男装,T恤,京东京造,37.9,50,1895.0,50
339,服饰内衣,男装,T恤,京东京造,96.9,50,4845.0,49
340,服饰内衣,男装,T恤,佐丹奴,169.9,50,8495.0,50
341,服饰内衣,男装,T恤,佐丹奴（Giordano）,79.9,35,2796.5,35
342,服饰内衣,男装,T恤,南极人（Nanjiren）,79.0,100,7900.0,99
343,服饰内衣,男装,T恤,卡帝乐鳄鱼（CARTELO）,118.0,50,5900.0,50
344,服饰内衣,男装,T恤,吉普（JEEP）,134.0,50,6700.0,50
345,服饰内衣,男装,T恤,吉普（JEEP）,158.0,50,7900.0,47
346,服饰内衣,男装,T恤,吉普（JEEP）,148.0,15,2220.0,15
347,服饰内衣,男装,T恤,威觉（WEIJUE）,39.0,50,1950.0,49
348,服饰内衣,男装,T恤,恒源祥,205.0,50,10250.0,50
349,服饰内衣,男装,T恤,恒源祥（HYX）,99.0,30,2970.0,30
350,服饰内衣,男装,T恤,敦尼亚（DUNNIYA）,108.0,50,5400.0,50
351,服饰内衣,男装,T恤,欧 郎 格（OU LANG GE）,59.0,50,2950.0,50
352,服饰内衣,男装,T恤,欧郎格（OULANGGE）,69.0,39,2691.0,39
353,服饰内衣,男装,T恤,海澜之家（HLA）,178.0,50,8900.0,50
354,服饰内衣,男装,T恤,海澜之家（HLA）,112.0,6,672.0,6
355,服饰内衣,男装,T恤,海澜优选,138.0,50,6900.0,50
356,服饰内衣,男装,T恤,班尼路（Baleno）,53.0,50,2650.0,50
357,服饰内衣,男装,T恤,班尼路（Baleno）,59.0,50,2950.0,50
358,服饰内衣,男装,T恤,真维斯（JEANSWEST）,79.3,3,237.89999999999998,3
359,服饰内衣,男装,T恤,真维斯（Jeanswest）,49.0,50,2450.0,50
360,服饰内衣,男装,T恤,真维斯（Jeanswest）,59.9,7,419.3,7
361,服饰内衣,男装,T恤,真维斯（Jeanswest）,69.9,5,349.5,5
362,服饰内衣,男装,T恤,稻草人（MEXICAN）,59.0,100,5900.0,97
363,服饰内衣,男装,T恤,稻草人（MEXICAN）,69.0,50,3450.0,50
364,服饰内衣,男装,T恤,罗蒙（ROMON）,89.0,29,2581.0,29
365,服饰内衣,男装,T恤,罗蒙（ROMON）,139.0,21,2919.0,21
366,服饰内衣,男装,T恤,花花公子,158.0,42,6636.0,41
367,服饰内衣,男装,T恤,范哲爵,299.0,7,2093.0,7
368,服饰内衣,男装,T恤,邦乔仕（BFDQJS）,35.0,32,1120.0,32
369,服饰内衣,男装,T恤,阿诺顿（ARNUODON）,59.0,50,2950.0,50
370,服饰内衣,男装,T恤,雾卡,79.0,45,3555.0,45
371,服饰内衣,男装,T恤,鹿凌青,58.0,41,2378.0,41
372,服饰内衣,男装,休闲裤,B-22,68.0,5,340.0,5
373,服饰内衣,男装,休闲裤,Colombass,79.0,50,3950.0,50
374,服饰内衣,男装,休闲裤,FEIYU LEE,138.0,50,6900.0,49
375,服饰内衣,男装,休闲裤,FitonTon,79.0,32,2528.0,32
376,服饰内衣,男装,休闲裤,Foss Phil,99.0,3,297.0,3
377,服饰内衣,男装,休闲裤,MR.MUDI,158.0,14,2212.0,14
378,服饰内衣,男装,休闲裤,京东京造,109.0,100,10900.0,51
379,服饰内衣,男装,休闲裤,凡品丹尼（FANPINDANNI）,118.0,39,4602.0,39
380,服饰内衣,男装,休闲裤,南极人（Nanjiren）,68.0,50,3400.0,50
381,服饰内衣,男装,休闲裤,南极人（Nanjiren）,69.0,50,3450.0,50
382,服饰内衣,男装,休闲裤,南极人（Nanjiren）,99.0,50,4950.0,49
383,服饰内衣,男装,休闲裤,卡帝乐鳄鱼（CARTELO）,139.0,50,6950.0,50
384,服饰内衣,男装,休闲裤,吉普（JEEP）,151.0,50,7550.0,46
385,服饰内衣,男装,休闲裤,吉普（JEEP）,158.0,13,2054.0,13
386,服饰内衣,男装,休闲裤,吉普（JEEP）,178.0,3,534.0,3
387,服饰内衣,男装,休闲裤,啄木鸟（TUCANO）,69.0,50,3450.0,46
388,服饰内衣,男装,休闲裤,啄木鸟（TUCANO）,118.0,50,5900.0,50
389,服饰内衣,男装,休闲裤,威觉（WEIJUE）,39.0,50,1950.0,50
390,服饰内衣,男装,休闲裤,海澜优选,143.0,50,7150.0,50
391,服饰内衣,男装,休闲裤,海澜优选,168.0,50,8400.0,50
392,服饰内衣,男装,休闲裤,百鹊亭（BAIQUETING）,49.0,100,4900.0,50
393,服饰内衣,男装,休闲裤,百鹊亭（BAIQUETING）,59.0,50,2950.0,50
394,服饰内衣,男装,休闲裤,示牧,58.0,50,2900.0,50
395,服饰内衣,男装,休闲裤,稻草人（MEXICAN）,99.0,100,9900.0,97
396,服饰内衣,男装,休闲裤,罗蒙（ROMON）,159.0,50,7950.0,46
397,服饰内衣,男装,休闲裤,雀里,148.0,50,7400.0,50
398,服饰内衣,男装,休闲裤,雅鹿,109.0,50,5450.0,50
399,服饰内衣,男装,卫衣,Colombass,129.0,50,6450.0,50
400,服饰内衣,男装,卫衣,POUM,59.0,47,2773.0,47
401,服饰内衣,男装,卫衣,乐希源,128.0,50,6400.0,49
402,服饰内衣,男装,卫衣,京东京造,99.0,50,4950.0,50
403,服饰内衣,男装,卫衣,南极人（Nanjiren）,98.0,13,1274.0,13
404,服饰内衣,男装,卫衣,吉普（JEEP）,148.0,50,7400.0,48
405,服饰内衣,男装,卫衣,吉普（JEEP）,118.0,2,236.0,2
406,服饰内衣,男装,卫衣,嘉筱,58.0,50,2900.0,49
407,服饰内衣,男装,卫衣,泽克（ZEKE）,138.0,50,6900.0,50
408,服饰内衣,男装,卫衣,稻草人（MEXICAN）,88.0,50,4400.0,46
409,服饰内衣,男装,卫衣,罗蒙（ROMON）,160.0,50,8000.0,50
410,服饰内衣,男装,卫衣,罗蒙（ROMON）,198.0,36,7128.0,36
411,服饰内衣,男装,夹克,AEMAPE,148.0,50,7400.0,50
412,服饰内衣,男装,夹克,AEMAPE,168.0,50,8400.0,50
413,服饰内衣,男装,夹克,AEMAPE,158.0,20,3160.0,10
414,服饰内衣,男装,夹克,Cebrodz,139.0,1,139.0,1
415,服饰内衣,男装,夹克,Jeep,248.0,50,12400.0,50
416,服饰内衣,男装,夹克,NASALIKE,168.0,50,8400.0,50
417,服饰内衣,男装,夹克,七匹狼（SEPTWOLVES）,433.0,50,21650.0,49
418,服饰内衣,男装,夹克,七匹狼（SEPTWOLVES）,439.0,50,21950.0,48
419,服饰内衣,男装,夹克,七匹狼（SEPTWOLVES）,639.0,47,30033.0,47
420,服饰内衣,男装,夹克,七匹狼（SEPTWOLVES）,391.02,6,2346.12,6
421,服饰内衣,男装,夹克,与狼共舞（DANCING WOLVES）,399.0,50,19950.0,50
422,服饰内衣,男装,夹克,与狼共舞（DANCING WOLVES）,419.0,50,20950.0,50
423,服饰内衣,男装,夹克,与狼共舞（DANCING WOLVES）,459.0,50,22950.0,50
424,服饰内衣,男装,夹克,九牧王（JOEONE）,699.0,50,34950.0,47
425,服饰内衣,男装,夹克,冉臣,68.0,50,3400.0,50
426,服饰内衣,男装,夹克,加洲公牛（CALIFBULL）,299.0,50,14950.0,50
427,服饰内衣,男装,夹克,华天牧,138.0,50,6900.0,50
428,服饰内衣,男装,夹克,华见,98.0,50,4900.0,50
429,服饰内衣,男装,夹克,南极人（Nanjiren）,69.0,50,3450.0,50
430,服饰内衣,男装,夹克,南极人（Nanjiren）,79.0,50,3950.0,50
431,服饰内衣,男装,夹克,南极人（Nanjiren）,138.0,50,6900.0,50
432,服饰内衣,男装,夹克,南极人（Nanjiren）,148.0,50,7400.0,49
433,服饰内衣,男装,夹克,南极人（Nanjiren）,158.0,50,7900.0,50
434,服饰内衣,男装,夹克,南极人（Nanjiren）,248.0,14,3472.0,14
435,服饰内衣,男装,夹克,南极人（Nanjiren）,108.0,1,108.0,1
436,服饰内衣,男装,夹克,卡帝乐鳄鱼（CARTELO）,168.0,50,8400.0,50
437,服饰内衣,男装,夹克,卡帝乐鳄鱼（CARTELO）,178.0,50,8900.0,48
438,服饰内衣,男装,夹克,卡帝乐鳄鱼（CARTELO）,198.0,50,9900.0,49
439,服饰内衣,男装,夹克,叹嗟,88.0,50,4400.0,50
440,服饰内衣,男装,夹克,吉普（JEEP）,178.0,150,26700.0,143
441,服饰内衣,男装,夹克,吉普（JEEP）,158.0,100,15800.0,100
442,服饰内衣,男装,夹克,吉普（JEEP）,168.0,100,16800.0,100
443,服饰内衣,男装,夹克,吉普（JEEP）,188.0,100,18800.0,95
444,服饰内衣,男装,夹克,吉普（JEEP）,198.0,50,9900.0,48
445,服饰内衣,男装,夹克,吉普（JEEP）,214.0,50,10700.0,47
446,服饰内衣,男装,夹克,吉普（JEEP）,218.0,50,10900.0,50
447,服饰内衣,男装,夹克,吉普（JEEP）,238.0,50,11900.0,49
448,服饰内衣,男装,夹克,吉普（JEEP）,149.0,1,149.0,1
449,服饰内衣,男装,夹克,唐狮（TonLion）,199.9,50,9995.0,50
450,服饰内衣,男装,夹克,啄木鸟（TUCANO）,268.0,3,804.0,3
451,服饰内衣,男装,夹克,回力,129.0,50,6450.0,47
452,服饰内衣,男装,夹克,太子龙（TEDELON）,149.52,50,7476.000000000001,50
453,服饰内衣,男装,夹克,富贵鸟（FUGUINIAO）,168.0,100,16800.0,95
454,服饰内衣,男装,夹克,恒源祥,350.0,50,17500.0,50
455,服饰内衣,男装,夹克,木林森（MULINSEN）,128.0,50,6400.0,48
456,服饰内衣,男装,夹克,柒牌(SEVEN),499.0,50,24950.0,50
457,服饰内衣,男装,夹克,梵逆（FAAXNEEV）,3616.0,3,10848.0,3
458,服饰内衣,男装,夹克,梵逆（FAAXNEEV）,4436.0,3,13308.0,2
459,服饰内衣,男装,夹克,梵逆（FAAXNEEV）,3416.0,2,6832.0,2
460,服饰内衣,男装,夹克,棉致,149.0,6,894.0,6
461,服饰内衣,男装,夹克,棉致,133.2,3,399.59999999999997,3
462,服饰内衣,男装,夹克,海澜优选,159.0,165,26235.0,163
463,服饰内衣,男装,夹克,海澜优选,158.0,108,17064.0,108
464,服饰内衣,男装,夹克,海澜优选,219.0,50,10950.0,50
465,服饰内衣,男装,夹克,海澜优选,229.0,50,11450.0,50
466,服饰内衣,男装,夹克,海澜优选,239.0,50,11950.0,50
467,服饰内衣,男装,夹克,海澜优选,139.0,39,5421.0,39
468,服饰内衣,男装,夹克,海澜优选,215.1,4,860.4,4
469,服饰内衣,男装,夹克,海澜优选,161.0,1,161.0,1
470,服饰内衣,男装,夹克,爱洛斯汀堡（Elos Castle）,128.0,50,6400.0,50
471,服饰内衣,男装,夹克,琛倪,69.0,50,3450.0,50
472,服饰内衣,男装,夹克,画子木（HUAZIMU）,138.0,50,6900.0,47
473,服饰内衣,男装,夹克,稻草人（MEXICAN）,138.0,91,12558.0,88
474,服饰内衣,男装,夹克,稻草人（MEXICAN）,158.0,50,7900.0,48
475,服饰内衣,男装,夹克,稻草人（mexican）,198.0,47,9306.0,47
476,服饰内衣,男装,夹克,红豆（Hodo）,329.0,50,16450.0,49
477,服饰内衣,男装,夹克,罗蒙（ROMON）,159.0,100,15900.0,100
478,服饰内衣,男装,夹克,罗蒙（ROMON）,399.0,86,34314.0,86
479,服饰内衣,男装,夹克,罗蒙（ROMON）,329.0,79,25991.0,77
480,服饰内衣,男装,夹克,罗蒙（ROMON）,299.0,78,23322.0,74
481,服饰内衣,男装,夹克,罗蒙（ROMON）,149.0,50,7450.0,50
482,服饰内衣,男装,夹克,罗蒙（ROMON）,168.0,50,8400.0,50
483,服饰内衣,男装,夹克,罗蒙（ROMON）,199.0,50,9950.0,44
484,服饰内衣,男装,夹克,罗蒙（ROMON）,369.0,50,18450.0,50
485,服饰内衣,男装,夹克,罗蒙（ROMON）,198.0,49,9702.0,49
486,服饰内衣,男装,夹克,罗蒙（ROMON）,151.0,45,6795.0,45
487,服饰内衣,男装,夹克,罗蒙（ROMON）,279.0,44,12276.0,44
488,服饰内衣,男装,夹克,罗蒙（ROMON）,160.0,23,3680.0,23
489,服饰内衣,男装,夹克,罗蒙（ROMON）,258.0,11,2838.0,11
490,服饰内衣,男装,夹克,罗蒙（ROMON）,151.2,6,907.1999999999999,6
491,服饰内衣,男装,夹克,罗蒙（ROMON）,238.0,6,1428.0,6
492,服饰内衣,男装,夹克,罗蒙（ROMON）,228.0,5,1140.0,5
493,服饰内衣,男装,夹克,罗蒙（ROMON）,128.0,4,512.0,4
494,服饰内衣,男装,夹克,罗蒙（ROMON）,188.0,3,564.0,3
495,服饰内衣,男装,夹克,罗蒙（ROMON）,179.0,1,179.0,1
496,服饰内衣,男装,夹克,艾蓓罗（Abellone）,1299.0,6,7794.0,6
497,服饰内衣,男装,夹克,花花公子,139.0,50,6950.0,50
498,服饰内衣,男装,夹克,花花公子,229.0,48,10992.0,48
499,服饰内衣,男装,夹克,花花公子,188.0,39,7332.0,39
500,服饰内衣,男装,夹克,花花公子,199.0,24,4776.0,24
501,服饰内衣,男装,夹克,花花公子（PLAYBOY）,149.0,50,7450.0,49
502,服饰内衣,男装,夹克,花花公子（PLAYBOY）,288.0,10,2880.0,10
503,服饰内衣,男装,夹克,蓝骏启,198.0,3,594.0,3
504,服饰内衣,男装,夹克,袋鼠（DaiShu）,138.0,50,6900.0,50
505,服饰内衣,男装,夹克,袋鼠（DaiShu）,148.0,50,7400.0,50
506,服饰内衣,男装,夹克,遥渠（YAO QU）,108.0,50,5400.0,50
507,服饰内衣,男装,夹克,邦左邦右（BANGZUOBANGYOU）,118.0,50,5900.0,50
508,服饰内衣,男装,夹克,酷定律（KUDINGLV）,148.0,25,3700.0,25
509,服饰内衣,男装,夹克,雅戈尔（YOUNGOR）,779.0,50,38950.0,50
510,服饰内衣,男装,夹克,鳄鱼恤（CROCODILE）,128.0,50,6400.0,49
511,服饰内衣,男装,夹克,鳄鱼恤（CROCODILE）,158.0,50,7900.0,50
512,服饰内衣,男装,夹克,鳄鱼恤（CROCODILE）,168.0,50,8400.0,50
513,服饰内衣,男装,棉服,千途帝,188.0,7,1316.0,7
514,服饰内衣,男装,牛仔裤,京东京造,109.0,50,5450.0,50
515,服饰内衣,男装,牛仔裤,京东京造,179.0,50,8950.0,49
516,服饰内衣,男装,牛仔裤,西域骆驼（VANCAMEL）,89.0,50,4450.0,50
517,服饰内衣,男装,衬衫,Colombass,169.0,50,8450.0,50
518,服饰内衣,男装,衬衫,grosfairy,679.0,6,4074.0,6
519,服饰内衣,男装,衬衫,京东京造,109.0,50,5450.0,50
520,服饰内衣,男装,衬衫,杉杉（FIRS）,228.0,50,11400.0,50
521,服饰内衣,男装,衬衫,罗蒙（ROMON）,269.0,50,13450.0,50
522,服饰内衣,男装,针织衫,与狼共舞（DANCING WOLVES）,259.0,50,12950.0,50
523,服饰内衣,男装,针织衫,卡帝乐鳄鱼（CARTELO）,158.0,50,7900.0,50
524,服饰内衣,男装,针织衫,啄木鸟（TUCANO）,99.0,50,4950.0,50
525,服饰内衣,男装,针织衫,寄风,69.0,50,3450.0,50
